plateifu,mangaid,dr7objid,ra,dec
9026-6104,1-94717,587729231979741278,250.7346,43.996902
9026-3704,1-94690,587729231980003623,251.37787,43.581642
8612-12704,1-96151,587729231982100574,254.56459,39.391495
8612-6104,1-95843,587729231982428267,255.00696,38.816032
8483-3703,1-542312,587729232513990674,246.43175,49.31424
8483-3702,1-93706,587729232514252887,247.14815,48.783627
8483-1902,1-94228,587729232514777166,248.01826,47.76477
8439-6103,1-124604,587729386067919059,141.34418,50.55367
8439-12703,1-605884,587729386068181126,142.1357,50.793625
8482-9101,1-92626,587729407537840211,241.79955,48.57255
8548-9101,1-92615,587729407538233402,242.58041,47.9132
8549-12703,1-93310,587729407538757862,243.62889,46.934196
8548-12705,1-93288,587729407539413091,245.0099,45.79727
8555-3704,1-93876,587729407540330690,246.94292,44.1775
8555-6103,1-93872,587729407540461759,247.09709,43.957603
8555-9102,1-93903,587729407540527181,247.2924,43.763184
8588-12703,1-95112,587729407542362397,250.53407,40.2769
8588-6104,1-95111,587729407542428016,250.66801,40.1691
8588-3704,1-95093,587729407542558889,250.96928,39.983402
8588-3702,1-95092,587729407542624367,250.8464,39.806454
9185-3701,1-177104,587729407545966983,256.04837,33.460716
9883-12702,1-176908,587729407545967137,256.10272,33.375885
9883-3703,1-176928,587729407546229070,256.46207,32.97539
8548-12702,1-93260,587729408075956489,244.87068,46.67785
8548-3704,1-93257,587729408076152978,245.10054,46.283367
8548-6101,1-93233,587729408076153068,245.3087,46.285896
8484-6103,1-93252,587729408076415063,245.71275,45.742023
8484-3701,1-93861,587729408077267185,247.41315,44.282703
8601-1902,1-94470,587729408078512137,249.55757,41.931046
8612-6103,1-94971,587729408080150761,252.43034,38.872715
8612-3704,1-95658,587729408080806008,253.56097,37.626167
8613-12704,1-176538,587729408082116998,255.44264,35.044823
9883-12703,1-177034,587729408082837662,256.5416,33.604126
9883-12704,1-176925,587729408082903059,256.55075,33.555218
9883-6104,1-177027,587729408082903170,256.5318,33.482845
7960-1902,1-177617,587729408083558591,257.56793,32.240105
9085-1901,1-177972,587729408085065862,259.35638,29.185545
7962-3703,1-178541,587729408085590365,260.13342,28.100826
8548-6103,1-92502,587729408611975431,243.47226,48.29669
8548-12704,1-633839,587729408612237365,244.07469,47.9816
8548-6102,1-93236,587729408612958423,245.52237,46.624157
8548-6104,1-93231,587729408612958476,245.74733,46.67533
8484-6101,1-93835,587729408614203445,248.0557,44.40326
8978-6103,1-94422,587729408615579846,250.45319,41.818733
9185-9101,1-634515,587729408619184366,256.21228,34.81733
9185-1901,1-177236,587729408619250201,256.39893,34.746414
9185-3703,1-177049,587729408619643315,256.84003,33.970573
7960-6101,1-177529,587729408621084841,258.79883,31.128166
9085-1902,1-178374,587729408622526478,260.6113,28.309689
9085-12704,1-178578,587729408622592621,260.76376,28.1178
7962-1901,1-178405,587729408622854379,261.0147,27.544474
9085-6101,1-178403,587729408622920112,261.0902,27.478203
8481-9101,1-90779,587729409145634955,236.15251,54.20931
8482-6103,1-542414,587729409148584011,243.49199,49.1896
8482-3701,1-92774,587729409148584289,243.40773,49.069412
8483-12701,1-92487,587729409148911694,244.18808,48.60035
8548-9102,1-93352,587729409149305006,244.91475,47.873226
8483-9101,1-93378,587729409149632858,245.66266,47.160763
9026-12701,1-93793,587729409151336722,249.0745,44.135704
8978-12703,1-634119,587729409151795446,249.91248,43.295628
8978-12704,1-94403,587729409152385054,250.7935,42.19279
8612-1902,1-95825,587729409154351298,254.09665,38.363464
7957-3701,1-634538,587729409155793014,256.36966,35.63466
8613-12703,1-177270,587729409156186207,256.81772,34.822613
9185-6102,1-176960,587729409156710844,257.56683,33.751846
7958-12705,1-177762,587729409157169568,258.1524,32.87564
7960-6103,1-177763,587729409157235050,258.22614,32.786613
7960-12704,1-177542,587729409157759079,259.0443,31.792309
7962-12703,1-178586,587729409159594038,261.2173,28.078295
8553-1902,1-90685,587729409681915990,234.91026,55.327393
8481-12701,1-90807,587729409682571362,236.76122,54.340878
8482-6102,1-92832,587729409685520415,244.03012,49.29291
9026-9101,1-94784,587729409688142008,249.31844,44.41824
9026-3703,1-94783,587729409688207398,249.34433,44.34711
8600-6104,1-134793,587729651810369696,245.29845,42.138702
8600-3703,1-135202,587729651810631860,245.86583,41.706375
8600-3704,1-594438,587729651810697263,245.8452,41.651207
8550-9101,1-135530,587729651811483732,247.4097,40.235413
9869-12705,1-135500,587729651811615001,247.7147,39.98963
8604-12703,1-135502,587729651811680468,247.7642,39.838497
8602-6103,1-135520,587729651811877012,248.1097,39.517784
8550-6104,1-135516,587729651812008056,248.41313,39.257652
8588-6101,1-135517,587729651812008068,248.45674,39.263203
8600-12705,1-134716,587729652347568284,246.23096,41.90024
9029-6102,1-594453,587729652347633760,246.39287,41.68142
9029-1902,1-135239,587729652347699346,246.48723,41.522053
9029-3701,1-135115,587729652347961506,246.90005,41.163788
9029-3702,1-135091,587729652347961605,247.11485,41.161003
9029-3704,1-135086,587729652348026913,247.16492,41.111034
8603-9101,1-135134,587729652348092517,247.2256,40.86661
8603-6104,1-633994,587729652348223713,247.41992,40.68694
9869-3701,1-135101,587729652348223767,247.48038,40.659966
8601-6104,1-135055,587729652348289124,247.6413,40.539425
8550-12703,1-135054,587729652348289164,247.67444,40.5294
8601-12703,1-135057,587729652348289211,247.57402,40.598587
8603-6103,1-135058,587729652348354824,247.80045,40.421814
9869-6104,1-135583,587729652348420126,247.93378,40.426727
8550-12705,1-135468,587729652349141047,249.1357,39.027874
8613-3701,1-176422,587729652352090171,254.05437,33.590595
9883-12701,1-176644,587729652353007810,255.52332,31.797434
7962-12702,1-178265,587729652355760192,259.19443,26.481312
7962-1902,1-178270,587729652355956841,259.43265,26.07612
9029-1901,1-135235,587729652884439294,246.6681,42.026768
8312-6104,1-135077,587729652884832594,247.6385,41.438587
8601-12701,1-135568,587729652884898166,247.71802,41.286148
9869-3704,1-135418,587729652885881154,249.52324,39.506134
8588-1902,1-135794,587729652886012025,249.77014,39.290764
8613-6103,1-176444,587729652888436954,253.73055,34.719536
8613-1901,1-176448,587729652888437117,253.67734,34.728645
8613-9102,1-634328,587729652888830146,254.30978,34.02405
8613-9101,1-176402,587729652888830419,254.22571,33.908585
7962-12701,1-177822,587729652891910545,258.6594,28.120878
7962-6102,1-178233,587729652892500470,259.54712,26.94117
9029-9102,1-633969,587729653421113535,246.85515,42.679718
9029-6103,1-135227,587729653421113650,246.70439,42.67893
9029-3703,1-135244,587729653421178945,246.90709,42.63822
8978-9102,1-135626,587729653421965530,248.51515,41.240257
8978-12701,1-634056,587729653422096493,248.78282,40.991398
8978-6101,1-135608,587729653422293196,249.0568,40.70829
8588-12704,1-135641,587729653422555416,249.55727,40.14681
9869-12703,1-634089,587729653422620798,249.53769,39.917816
8588-6102,1-135372,587729653422948486,250.11673,39.320145
8588-12702,1-634138,587729653423014004,250.31306,39.290085
8613-3702,1-136111,587729653425307788,254.19493,35.04811
8613-6104,1-177145,587729653425701151,254.7719,34.336494
8613-1902,1-177127,587729653426029044,255.29042,33.608356
8613-3704,1-176829,587729653426094167,255.30705,33.51319
9085-6103,1-178335,587729653429174780,259.68146,27.54597
8555-3701,1-134964,587729653957722238,246.76065,43.47609
8555-6102,1-134994,587729653957787827,246.88182,43.406242
8978-3704,1-135003,587729653959033079,249.12358,41.03957
8978-6102,1-135668,587729653959164066,249.372,40.879982
9883-3702,1-176882,587729653963030698,255.74875,33.554504
8613-6101,1-176879,587729653963030916,255.76631,33.543175
9883-6103,1-177105,587729653963030982,255.8032,33.544308
7960-12701,1-177626,587729653963948206,257.13885,31.805649
8600-3701,1-134737,587729751131685209,245.91232,41.83402
8312-6103,1-135152,587729751132143904,246.88753,41.138493
9029-6101,1-135117,587729751132209205,246.93996,41.07271
9869-1901,1-135193,587729751132209312,246.95966,40.937443
8603-3702,1-135157,587729751132340281,247.0413,40.69559
8603-12705,1-135129,587729751132405896,247.28027,40.591022
9869-9102,1-135524,587729751132405930,247.25658,40.534885
8603-12703,1-135133,587729751132406040,247.28262,40.66505
9869-6103,1-135534,587729751132471375,247.25475,40.495064
9869-6102,1-135511,587729751132798991,247.86905,39.942802
8604-3703,1-135503,587729751132799030,247.88208,39.89765
8601-3704,1-135506,587729751132799279,247.94853,39.814224
9869-6101,1-135491,587729751133323512,248.90918,38.972782
8555-1901,1-134503,587729751667376308,243.8737,44.291306
8555-12702,1-633832,587729751667376471,243.96877,44.16134
8555-12704,1-134884,587729751667966228,245.19435,43.153187
9029-12702,1-135093,587729751669080067,247.2517,41.28427
8312-12704,1-633990,587729751669080286,247.30412,41.150883
8312-3702,1-135095,587729751669080349,247.24527,41.25528
9029-12705,1-135078,587729751669211314,247.57938,41.102066
8601-12702,1-135548,587729751669211505,247.59164,40.924248
8601-6103,1-135545,587729751669276932,247.53035,40.880142
8603-12704,1-135030,587729751669407868,247.89388,40.565594
8588-12701,1-594602,587729751670194339,249.47177,39.249794
7962-3704,1-178204,587729751677207258,260.01788,25.93639
8555-9101,1-134924,587729752204836993,245.66199,43.46464
8555-1902,1-135207,587729752205230401,246.32346,42.694233
8978-9101,1-135044,587729752205951150,247.90797,41.493645
8588-9101,1-135371,587729752207196373,250.15616,39.221638
8601-12705,1-135810,587729752207196533,250.1231,39.235096
8613-12702,1-136125,587729752209555683,254.0441,34.83653
7962-3702,1-177796,587729752213094726,259.06375,28.014008
7962-9101,1-178482,587729752213159995,259.16864,27.976511
9085-6102,1-178485,587729752213225965,259.14868,27.778988
9085-9102,1-178342,587729752213553320,259.6923,27.174467
8555-12705,1-134954,587729752741904679,246.57816,43.40746
9029-6104,1-134695,587729752742297808,247.21602,42.76687
8978-3701,1-135625,587729752743018606,248.50746,41.347958
8588-12705,1-135383,587729752743936171,250.31284,39.752365
8588-9102,1-594641,587729752744067364,250.54887,39.45544
8613-6102,1-177135,587729752747278348,255.63808,33.516644
9883-3704,1-177461,587729752747999693,256.61258,31.992842
7960-3701,1-177493,587729752748196242,257.08575,31.746927
9085-3702,1-178315,587729752750031460,259.59235,28.144228
7962-3701,1-178473,587729752750097076,259.6738,27.941053
8555-3702,1-134978,587729753278579044,246.42633,43.931767
8978-3703,1-135664,587729753280086171,249.33548,41.188995
7962-6103,1-178533,587729781202420335,259.7933,28.35812
9085-3703,1-178442,587729781203010006,260.4645,27.26468
8606-12705,1-176546,587729781735817689,255.51741,35.46316
9185-12701,1-177231,587729781736276184,256.1796,34.55851
9185-12702,1-177685,587729781736866228,256.84042,33.38823
7960-3702,1-177528,587729781737783950,258.28934,31.582035
7960-12705,1-178130,587729781738176770,258.6502,30.73355
9085-9101,1-177985,587729781738963407,259.64844,29.25147
9085-12705,1-178542,587729781739291011,260.15887,28.694174
7962-9102,1-178550,587729781739291024,260.18314,28.708195
9085-12702,1-178549,587729781739487820,260.358,28.19303
9085-12701,1-178399,587729781739749971,260.74542,27.749537
9085-3704,1-178443,587729781739815345,260.75467,27.569487
7962-12704,1-178414,587729781739880565,260.88306,27.458712
9185-3702,1-177250,587729782273278040,256.66403,34.543
9185-1902,1-176983,587729782273737046,257.31442,33.68643
7958-3701,1-177735,587729782273802634,257.53384,33.598907
7958-12702,1-177745,587729782274130303,257.83362,32.874336
7960-6102,1-178157,587729782274785747,258.89236,31.52964
7960-3704,1-177533,587729782274851275,258.8079,31.389471
9085-6104,1-178526,587729782275965408,260.20795,29.150162
9085-12703,1-178557,587729782275965445,260.30624,29.1859
8613-3703,1-177221,587729782541058504,255.81213,35.819653
7957-9101,1-177296,587729782809952699,256.94443,35.134148
7958-3702,1-177284,587729782810083559,256.99258,34.818554
7958-6101,1-547086,587729782810280193,257.38367,34.42704
9185-12704,1-177308,587729782810346131,257.48117,34.304375
7960-6104,1-178169,587729782811721924,259.2174,31.584137
7960-12703,1-178170,587729782811722299,259.22827,31.527582
7968-3701,1-180204,587730845817635030,322.21332,-1.0701236
7964-6102,1-179385,587730846352081331,316.5329,-0.79906994
7964-6101,1-179386,587730846352081482,316.59036,-0.7712138
7964-12705,1-179151,587730846888296831,315.16522,-0.21028613
7964-12702,1-179139,587730846888362644,315.2236,-0.38761985
7964-6103,1-179135,587730846888427930,315.47495,-0.3046787
7964-1901,1-179372,587730846888952480,316.649,-0.33993673
7964-6104,1-179351,587730846889148976,317.04016,-0.25082093
8615-3701,1-550901,587730846890852658,321.0079,-0.36632043
8616-3704,1-180193,587730846891442539,322.24203,-0.34243935
7968-9101,1-180172,587730846891507736,322.37073,-0.21963038
7968-1901,1-180163,587730846891507870,322.4519,-0.3135584
8623-3702,1-178790,587730847423071433,310.37274,0.13225506
8623-1902,1-178838,587730847423791750,312.02362,0.06884447
7964-12701,1-179247,587730847424970962,314.6096,0.18101828
7964-3702,1-179248,587730847425102190,315.01672,0.19838051
7964-12704,1-179479,587730847425822795,316.55853,0.09778955
8615-9101,1-179556,587730847427265072,319.91974,0.1209354
8615-6102,1-179844,587730847427920190,321.32602,0.18474041
8616-3702,1-180299,587730847428247919,322.1152,0.18203641
8623-9101,1-178698,587730847960400171,311.34735,0.49254748
8623-9102,1-178823,587730847960596597,311.7638,0.4368008
7964-9102,1-179679,587730847963021429,317.31488,0.52347213
7964-1902,1-179682,587730847963022072,317.4226,0.62777495
8616-3703,1-180308,587730847965250081,322.5102,0.46420085
7968-1902,1-180540,587730847965512110,323.03387,0.6097683
7968-3703,1-180576,587730847965774233,323.62466,0.4660155
7968-12704,1-180621,587730847966036157,324.25986,0.4282534
8623-1901,1-178794,587730848497074996,310.8828,0.9633476
7964-9101,1-179503,587730848499696337,316.97476,0.875895
8615-3704,1-180012,587730848501399575,320.74454,1.0267202
8615-1901,1-180047,587730848501530706,321.07217,1.0283853
8615-12704,1-550913,587730848501662245,321.44315,0.9310926
7968-12703,1-180629,587730848502841711,324.09198,0.9476887
8623-6101,1-178601,587731172230889724,310.5792,-0.92517006
7964-3704,1-179395,587731172233380524,316.25168,-0.93321127
8615-1902,1-179561,587731172234887451,319.75116,-0.9639735
8623-3701,1-178782,587731172767696051,310.45,-0.46832505
8615-12701,1-179900,587731173308498053,319.38956,-0.1347291
8623-6102,1-178824,587731173841961970,311.65875,0.33935076
8623-12704,1-178828,587731173842026987,311.82944,0.32080024
8623-6104,1-190574,587731173842027508,311.78094,0.3004667
7964-3703,1-179530,587731173844517339,317.44653,0.26606983
7964-12703,1-179535,587731173844517343,317.44666,0.36139545
8615-6101,1-179929,587731173845434965,319.59457,0.29160658
8615-12705,1-179795,587731173845500397,319.6621,0.2951065
8623-12702,1-635285,587731174378242099,310.217,0.65276533
7964-3701,1-179289,587731174380864072,316.214,0.63224477
8615-6104,1-179947,587731174382436644,319.90182,0.7042367
8623-6103,1-178695,587731174915179020,310.4472,1.2130729
7968-12701,1-180513,587731185113956705,322.94946,-1.0391495
8655-3704,1-204551,587731185129095208,357.54318,-1.0168673
8616-1902,1-180208,587731185650565143,322.30215,-0.62174374
8616-6101,1-180168,587731185650565167,322.30576,-0.52388537
7968-3704,1-635629,587731185650696225,322.60785,-0.47437036
8616-12705,1-180522,587731185650696596,322.61325,-0.4449606
8616-9101,1-180514,587731185650827595,322.90884,-0.60820115
7968-6104,1-180497,587731185651089944,323.6031,-0.60321254
7968-9102,1-180080,587731185651155402,323.75165,-0.5114332
8655-3701,1-29512,587731185665638418,356.75183,-0.44740504
8655-12704,1-637825,587731185665638560,356.8057,-0.48018202
8655-6101,1-29792,587731185666228243,358.09445,-0.62875515
8616-12703,1-180153,587731186187567206,322.6123,-0.00677079
8616-9102,1-180135,587731186187632690,322.74942,-5.8493E-4
8616-12704,1-635647,587731186187764354,323.174,-0.12783524
7968-6101,1-180472,587731186188026325,323.76184,-0.17083308
8655-1902,1-29809,587731186203230385,358.4688,-0.09871525
8615-9102,1-180039,587731186723913871,321.47403,0.41603488
7968-12702,1-180336,587731186724569464,322.9288,0.3578152
8616-6104,1-180334,587731186724569574,322.98053,0.21380748
7968-6103,1-180381,587731186724896897,323.6801,0.38546726
8655-1901,1-29748,587731186739052559,355.98315,0.2180868
8655-3703,1-29878,587731186739511482,357.12766,0.36049518
7968-6102,1-180537,587731187261505879,323.17862,0.77135277
8655-12703,1-29874,587731187276447917,357.22305,0.6422586
8615-3703,1-180028,587731187797393472,320.82657,1.2550317
8616-1901,1-180286,587731187797917831,322.04086,1.1410784
